64	1555067165	5605	-1	6	148	7
65	1555400074	7032	6911	2	12	8
67	1555653118	6715	5130	4	187	7
66	1555837354	10569	5137	3	82	7
68	1555055852	9558	5583	3	72	7
69	1555400074	2187	2064	2	12	8
70	1554692261	10484	448	4	159	7
72	1555653118	8484	1554	4	187	8
71	1555658544	5605	-1	6	148	8
73	1555047751	5742	-1	6	146	7
74	1554713538	627	3853	4	187	7
75	1554865081	4963	-1	6	57	8
76	1554953809	1724	2826	4	12	8
77	1555644410	3193	1807	3	82	8
78	1554865082	7572	284	4	12	7
79	1555073214	5906	3183	4	126	7
81	1552388831	2720	-1	6	151	7
82	1555246244	9776	-1	6	118	18
80	1555636286	1681	7630	4	90	8
83	1556006243	2075	2181	4	187	7
84	1553063126	2863	5257	4	16	8
85	1555378778	1515	5707	2	12	16
86	1555239304	11455	-1	6	151	10
87	1555408446	4343	2091	4	12	10
88	1551696421	847	5791	4	159	18
89	1548215439	707	5979	2	159	7
90	1544605009	4436	-1	6	22	16
91	1555654751	1817	2954	4	186	7
92	1551591200	6885	-1	6	26	16
93	1555116704	7378	7345	3	150	16
94	1555034811	11455	-1	6	151	7
95	1555049464	11882	-1	6	34	18
96	1556074197	619	3623	4	12	7
97	1553587020	7050	-1	6	146	4
98	1555408446	8444	2778	1	-1	4
99	1555654752	11312	5341	4	12	8
100	1555936310	10789	3504	4	12	8
101	1555580379	487	105	3	136	7
102	1554968874	5773	-1	6	39	16
103	1555060143	5333	-1	6	41	7
104	1551663536	5178	5541	4	12	8
105	1555050737	406	3082	2	12	7
106	1554020584	12060	-1	6	151	7
107	1554991770	1535	4808	2	12	7
108	1554800246	10866	4714	4	31	8
109	1552192075	5452	-1	6	151	15
110	1555298752	1478	1993	4	12	8
111	1550499640	238	6972	4	187	7
112	1552192076	5452	-1	6	151	15
113	1555156140	4045	1171	3	147	16
114	-1	5452	-1	6	151	-1
115	1555156140	10665	6477	3	147	16
116	1555490700	568	314	4	159	7
117	1554971027	1981	1962	4	187	7
118	1554958149	8856	6046	4	187	8
119	1555575283	1140	-1	6	151	7
120	1555156145	1154	2671	3	147	7
121	1555566220	6373	936	4	90	8
122	1554987251	9336	5341	4	12	8
124	1555575971	4955	341	4	187	8
125	1551236476	11156	5796	4	159	7
126	1555566220	8359	-1	6	9	7
123	1555909233	2942	1174	3	82	16
127	1555947041	2443	-1	6	57	8
128	1555332545	10439	6273	3	147	7
129	1555482618	4537	1024	2	41	7
130	1554792557	6986	1591	3	147	10
131	-1	487	105	3	147	-1
132	1555575284	3282	-1	6	9	16
133	1554802712	1962	5955	4	16	8
134	1555332545	10451	2714	3	147	7
135	1555032107	1670	2605	3	147	15
136	1554969198	2588	1615	4	151	8
137	1553658291	15	-1	6	148	7
138	1554364426	9730	1495	4	154	16
140	1555555594	9067	-1	6	26	4
139	1556005698	9529	2966	4	159	7
142	1555306680	4566	-1	6	159	15
141	1556080160	7337	1934	4	159	7
143	1555313158	6937	2181	4	187	7
144	1553658292	5420	-1	6	143	7
145	1554791836	5530	314	4	159	7
146	1555306681	4566	-1	6	159	15
147	1555569110	2926	4566	4	129	8
148	1555579070	11364	4714	4	31	8
149	1553167407	4987	314	4	174	7
150	1554896654	11037	1495	4	152	7
151	1554961709	3947	2713	4	12	8
153	1540447721	11711	3820	4	135	7
154	1554813681	2625	-1	6	151	7
155	1555500665	7400	6879	2	12	15
152	1555735276	5964	2308	3	147	3
156	1552443555	747	4856	4	187	7
157	1555122094	7259	7665	4	12	8
158	1555573835	3282	-1	6	9	16
160	1556086774	8540	6039	3	82	7
163	1554785252	3260	1316	5	48	7
164	1554103790	6625	3741	4	12	7
165	1555381319	10569	5137	3	82	16
166	1555502522	3368	4631	4	16	8
161	1555901450	11469	2589	4	41	7
162	1555735276	5964	2308	3	147	4
167	1554884104	3862	2459	4	159	7
159	1556066919	4535	3455	3	147	10
169	1555894116	11160	7032	3	147	10
170	1554626636	9684	4201	3	79	7
168	1556066919	10208	6564	3	170	10
172	1554813682	5070	6524	4	159	16
171	1555735277	3955	3731	3	82	7
173	1554357995	12114	-1	6	34	7
176	1550727700	12279	-1	6	48	7
175	1555894117	4535	3455	3	147	10
177	1551693959	11156	1892	2	184	8
174	1556066922	11422	5743	3	170	7
179	1555732649	12019	-1	6	146	16
180	1554965254	1787	2966	4	159	7
178	1555894117	4045	1171	3	147	10
181	1555659419	120	4506	4	12	7
182	1552385442	168	7415	3	196	7
183	1555732649	2492	-1	6	195	8
184	1555722427	10060	5303	3	147	10
185	1554964552	9748	-1	6	151	7
186	1555722428	10060	5303	3	147	15
187	1552462006	930	4805	4	16	8
188	1554688647	5352	3472	4	169	7
189	1555152992	2751	3664	4	194	7
190	1555564340	10590	-1	6	114	10
191	1547815778	5733	-1	6	41	7
192	1555554279	11218	-1	6	55	7
193	1555669960	8502	5130	4	187	7
194	1555658797	1962	7665	4	12	8
195	1555486540	5813	-1	6	58	16
196	1555427485	9275	6834	4	12	7
197	1555669960	3465	6770	3	79	16
198	1537952147	12212	-1	6	195	15
199	1554964553	11512	7567	4	12	8
200	1554715422	927	3430	4	12	8
201	1550488815	6729	5878	4	90	7
202	1554692532	1661	539	3	79	10
203	1554779817	8381	5756	4	126	8
204	1555674922	6317	5950	2	159	7
205	1552613700	3967	-1	7	159	7
206	1555427509	5653	1934	4	159	7
207	1554375125	11364	4714	4	31	8
208	1541732535	8314	-1	6	151	16
209	1555661572	6830	2966	4	159	7
210	1555493970	4248	2589	4	41	4
211	1554967710	6239	4824	4	12	8
212	1555661573	11433	3232	2	12	8
213	1551962736	12143	-1	6	151	7
214	1554718470	502	3850	4	12	8
216	1552613703	3967	-1	7	159	7
215	1554951401	3707	7630	4	90	7
217	1552996312	6870	3853	4	187	8
218	1553590424	10730	7218	4	159	7
219	1552440578	7255	-1	6	48	7
220	1554706325	11073	-1	6	26	10
221	1555938178	2265	544	4	12	8
222	1555997294	4823	3941	3	196	8
223	1555295293	6601	-1	6	196	8
224	1556005029	8815	1017	4	16	7
227	1555168119	10639	7061	3	72	8
228	1555214119	6911	-1	6	48	7
226	1554791341	8065	-1	6	159	7
229	1555311986	2617	3850	4	12	8
230	1555663697	336	6407	3	147	15
225	1555908511	3180	-1	7	47	15
232	1555663697	650	1391	3	147	16
231	1555908511	3180	-1	7	47	15
234	1555294420	7095	5950	2	159	7
235	1555592598	4250	7137	4	12	7
233	1555908511	3180	-1	7	47	15
236	1555118173	8353	693	3	170	10
238	1554791341	219	4928	2	90	7
239	1554808040	3377	6524	4	159	8
237	1555663697	3256	3174	4	26	7
241	1554075759	1964	5511	1	163	16
242	1554811548	4960	5351	2	159	7
243	1555047752	3089	7630	4	90	4
240	-1	11812	5341	4	12	-1
244	-1	615	359	2	12	-1
245	1555118174	8353	693	3	170	15
246	1555067168	1858	5306	3	196	7
247	1555663149	3561	2181	4	187	8
248	1556029003	9187	6361	4	157	8
249	1555753691	6715	5130	4	187	7
250	1555399039	7621	2966	4	159	7
251	1555055855	8036	4923	3	167	16
252	1555990814	11192	-1	6	57	7
253	1532551108	3414	4686	1	47	16
254	1554868160	903	-1	6	26	7
255	1555837358	801	2643	4	41	16
256	1555578594	5058	-1	7	163	4
257	1554553403	2833	6563	2	149	7
259	1555663149	12004	5998	3	72	15
258	1556006244	1358	-1	6	34	15
260	1554713540	1962	1828	4	12	7
261	1555405756	5395	3850	4	12	8
262	-1	7389	5257	4	16	-1
264	1554885266	4402	-1	6	143	16
263	1555399039	1442	7630	4	90	7
265	1554846001	4224	-1	6	72	16
266	1554468583	12281	2376	4	187	8
267	1555990025	801	2643	4	41	7
268	1555061759	9425	3425	4	187	8
269	1555399040	5652	5156	3	99	16
270	1555052544	702	-1	6	151	7
271	1555857182	10369	1074	4	187	7
272	1554874034	3862	2459	4	150	7
273	1554803657	8476	5702	4	187	7
274	1554366450	9730	1495	4	152	7
276	1554981359	10025	2402	3	167	16
277	1555034815	3465	6770	3	79	8
275	1555918717	4660	4639	3	72	7
278	1555395766	8509	3850	4	12	7
279	1554890384	2159	5353	2	12	4
280	1550137763	9769	2963	2	148	8
281	1555051147	3023	6810	4	187	7
282	1554800248	3443	6500	2	159	7
283	1554968875	1608	1761	4	12	8
284	1554991788	6680	4808	2	12	7
285	1554991788	10410	7630	4	90	7
286	1555934262	6594	63	2	17	8
287	1554987257	5379	4619	4	16	8
288	1555583348	4368	1934	4	159	7
289	1552290778	2458	425	2	25	7
290	1556000131	5934	-1	6	151	15
291	1555467773	8704	6798	4	16	7
293	1555298755	4383	280	3	82	16
292	1555975990	3900	-1	6	22	7
294	1552816364	5208	-1	6	65	7
298	1555298755	9154	6870	4	16	8
299	1555575973	11064	-1	6	159	15
300	1555583349	4971	3740	4	187	16
295	1556000131	7257	4300	3	82	7
301	1554274343	5306	3747	1	56	4
296	1555999218	3063	1945	4	12	7
297	1555719038	8140	72	4	186	7
302	1555040931	1796	908	3	147	15
303	1555921816	895	4147	3	69	7
304	1555470803	11565	2904	4	187	7
305	1555128022	2117	5334	3	72	7
306	1553484482	11609	-1	6	104	7
307	1555298756	8912	3082	2	12	7
308	1554260072	11228	3689	4	187	7
309	1555489987	1204	-1	6	196	16
311	1555470803	14	2856	3	147	4
312	1555489987	6466	-1	6	26	16
313	1554276515	7588	-1	6	151	3
315	1553076294	2031	5324	4	194	7
316	1555509550	254	-1	6	195	8
314	-1	9056	1201	3	147	-1
317	1554774850	7463	3837	3	82	8
318	1555915644	10664	3139	3	72	7
319	1555466117	938	-1	6	48	7
320	1554791838	9174	1006	4	12	7
321	1554792559	4383	280	3	82	7
322	1555394097	9952	4218	5	65	7
324	1555032109	10954	2246	3	147	7
323	1555668075	11567	6810	4	187	7
325	1555375227	4918	5819	3	159	16
326	1554262113	12218	-1	6	151	16
327	1554967940	11673	3082	2	12	16
329	1555046782	1284	3912	4	16	7
330	1555394973	8064	2904	4	187	7
328	-1	336	6407	3	147	-1
331	1539076426	6900	186	1	58	4
332	1555502526	9216	936	4	90	8
333	1554005677	8089	-1	3	142	8
334	1554967312	4942	2666	3	82	4
335	1555375234	627	3853	4	187	4
336	1554898722	11432	1004	3	170	16
337	1552904885	6673	-1	6	22	7
338	1555502528	5134	5353	2	12	7
339	1555500671	4979	6563	2	145	7
340	1553498813	273	6498	2	178	7
341	1555894124	11422	5743	3	170	7
343	1554967313	1151	1842	2	187	8
342	1555735282	11099	7510	4	31	8
346	1554945185	4535	3455	3	147	10
344	1554626641	2335	5392	3	66	7
345	1555988809	9888	5879	2	12	8
347	1555502530	5784	-1	6	26	7
348	1554260423	597	-1	6	146	4
349	1554945185	4535	3455	3	147	15
350	1554884106	4787	-1	6	34	4
351	1555122097	2892	2905	4	23	7
355	1554785275	11139	314	4	174	7
356	1555569113	7258	-1	6	57	7
354	1555824291	2151	-1	6	146	4
353	1555894129	10208	6564	3	170	15
352	-1	6586	7630	4	90	-1
357	1554705957	5433	5790	3	79	7
358	1556066932	4045	1171	3	147	15
361	1555569113	10912	115	3	82	7
360	1555894130	4535	3455	3	147	15
359	1551512354	264	-1	6	26	7
362	1554089500	5521	405	4	187	7
365	1555732653	2096	-1	6	65	7
366	1553668630	3465	6770	3	79	8
367	1555381321	353	-1	3	196	7
364	1555894130	4045	1171	3	147	15
368	1554945186	4535	3455	3	147	7
363	1556066933	11160	7032	3	147	15
371	1554965255	10185	6810	4	187	7
370	1555894130	11160	7032	3	147	15
372	1553313786	2428	4274	4	16	8
373	1555122097	4031	533	4	12	8
369	1556066933	10208	6564	3	170	15
374	1554103792	9529	2966	4	159	7
375	1553846600	6829	-1	6	163	4
376	1555473066	2277	5558	2	194	7
377	1555120876	4778	-1	6	57	8
378	1554881426	5159	-1	6	151	15
379	1555297525	10901	6075	4	90	16
380	1554280815	5379	4619	4	16	8
381	1554948601	3465	6770	3	79	8
382	1555313749	9387	533	4	12	8
383	1555127032	8502	5130	4	187	7
384	1554688651	11374	-1	6	187	7
385	1554948602	5675	7552	3	167	7
386	1554691967	1483	4757	4	187	7
387	1555831308	466	-1	6	48	7
388	1555493971	4189	-1	6	9	4
389	1555553463	9289	683	4	12	4
391	1556013984	1142	-1	6	146	7
390	1556075422	5553	-1	6	195	4
392	1555297525	6557	506	3	173	7
393	1555313749	1674	-1	6	41	7
394	1554967711	10481	1464	7	69	7
395	1555553464	2163	2800	4	28	8
396	1548379186	6423	-1	6	34	7
397	1556098819	12037	-1	7	170	15
399	1553149032	10370	5351	2	159	8
398	1555750074	6698	5677	2	12	10
401	1555136264	6291	-1	6	65	7
400	1556098819	12037	-1	7	170	15
403	1555485621	10376	3125	4	12	8
404	1555673117	9830	6257	4	26	8
402	1556098819	12037	-1	7	170	15
405	1554196035	4062	6378	2	12	8
406	1555054515	8982	4135	2	12	8
407	1551327491	11203	-1	6	58	15
408	1556002892	1001	-1	6	142	7
410	1555058224	4048	1554	4	187	8
411	1555667041	3	5175	4	16	8
409	1556002892	9748	-1	6	151	10
412	1556005032	3465	6770	3	79	8
413	1555649532	7057	205	4	186	7
415	1555646618	11654	6478	3	5	8
414	1555596843	5075	6581	4	16	7
416	1555168131	9773	2565	3	166	4
418	1555311226	10937	5257	4	16	8
417	1555920573	11587	2826	4	12	8
419	1555134007	7825	5756	4	126	8
421	1555592608	4250	7137	4	12	7
420	1555920572	895	4147	3	69	7
422	1556004309	1072	3990	2	25	7
423	1555230057	5929	7320	7	69	7
424	1555483704	801	2643	4	41	7
425	1555311226	1912	-1	6	159	8
426	1554868921	2813	-1	6	65	7
427	1555496950	2719	4948	4	164	8
428	1555753693	3491	6118	3	82	7
429	1555047755	9779	2012	2	28	7
430	1555657104	2533	7420	2	26	7
431	1555047755	10986	-1	6	146	15
432	1550828265	2478	5702	4	187	10
433	1555642921	6905	-1	6	114	7
434	1555642274	8476	5702	4	187	7
436	1555383426	11630	-1	6	34	16
437	1555038032	9411	2182	3	82	7
435	1555990817	9289	683	4	12	15
438	1555316297	12084	1518	4	12	7
441	1554468604	12281	2376	4	187	8
439	1555981825	5893	-1	7	79	4
442	1555399712	12240	5139	3	79	7
440	1555990817	4949	5952	3	147	3
443	1555582625	7844	4810	3	168	7
444	1555981825	5893	-1	7	79	16
445	1551065548	10725	-1	6	48	7
450	1554948033	11012	6235	3	82	16
447	1555981825	5893	-1	7	79	15
448	1555990817	4949	6021	3	147	3
449	1555642922	1442	7630	4	90	7
446	1555950359	11929	-1	6	151	7
451	1555950360	11929	-1	6	151	7
455	1554697138	11700	-1	6	48	7
456	1555052546	895	4147	3	69	7
453	1555950360	11929	-1	6	151	7
452	1556088109	9226	3283	2	12	10
454	1543821654	397	-1	6	146	15
457	1555316298	2434	4808	2	12	7
458	1552367145	2289	936	4	90	7
461	1550146485	9362	354	3	196	7
459	1555950361	11929	-1	6	151	7
460	1555857206	659	6837	4	187	7
463	1555419096	8413	-1	6	61	7
462	1555950361	11929	-1	6	151	7
465	1554948034	4293	1115	3	72	7
466	1553419299	10693	-1	6	151	10
464	1555950362	11929	-1	6	151	7
467	1555326937	11186	-1	6	142	18
469	1555770983	9968	-1	6	151	7
468	1555950362	11929	-1	6	151	7
471	1555061761	202	4430	2	187	7
470	1555950363	11929	-1	6	151	7
473	1555325399	2298	-1	7	82	15
474	1555034817	5710	3384	7	72	4
475	1554822359	6198	-1	6	151	7
472	1555950363	11929	-1	6	151	7
476	1555764412	5653	1934	4	159	7
477	1555325399	2298	-1	7	82	15
478	1555639183	5442	5624	4	12	8
479	1555573494	10866	4714	4	31	8
480	1555039384	6808	585	3	103	16
481	1556074201	5671	4990	3	196	7
483	1555034817	5710	3384	7	72	15
482	1556002227	4140	3425	4	187	7
484	1554865967	4074	-1	6	187	7
485	1554787439	9479	4346	4	16	4
486	1554880439	7040	5974	3	72	16
487	1555573495	8554	-1	6	142	7
488	1553771335	11052	-1	6	142	7
490	1555325399	2298	-1	7	82	15
491	1554981364	8851	533	4	12	8
489	1555985359	10056	6658	4	12	8
492	1554362879	9776	-1	6	22	7
493	1554805453	627	3853	4	187	7
494	1554968876	9166	6500	2	159	7
495	1555054336	4655	3082	2	16	8
496	1554795046	8408	3389	4	12	8
497	1554865967	1442	7630	4	90	7
499	1551412526	7258	-1	6	57	7
498	1555918720	1642	729	2	187	7
500	1551770512	9647	-1	6	196	7
501	1554804541	2625	-1	6	151	7
502	1555040932	10665	6477	3	147	15
503	1554020593	12060	-1	6	151	7
504	-1	2519	678	4	12	-1
505	1554991822	10651	3082	2	12	7
506	1554358591	11139	314	4	174	8
507	1555040932	4045	1171	3	147	15
508	1554991826	1535	4808	2	12	7
509	1555575975	11591	7300	4	12	7
510	1555040932	10060	5303	3	147	15
511	1554987270	4031	533	4	12	8
512	1555987401	6673	-1	6	22	7
513	1555040932	4535	3455	3	147	15
514	1554794481	10437	7137	4	12	10
517	1555583351	9273	6992	3	82	16
515	1555987401	8528	7630	4	90	7
516	1555927305	3172	-1	6	34	18
518	1555583351	8257	162	4	16	7
519	1555575975	10812	-1	6	159	7
520	1554802717	1962	5955	4	16	8
521	1554601236	523	2181	4	187	7
522	1554201806	2086	4856	4	187	7
523	1555988121	7510	3291	2	164	7
524	1555976097	3654	1842	2	187	7
525	1555915646	11335	2589	4	41	7
526	1555575976	10812	-1	6	159	7
527	1555032110	10954	2246	3	147	15
528	1554801888	7621	2966	4	159	7
530	1555947105	5245	-1	6	104	10
532	1552017745	802	4664	1	59	4
531	1555899112	4024	1409	4	12	4
533	1555394973	9500	6834	4	12	4
529	-1	4535	3455	3	147	-1
534	-1	3757	2509	3	147	-1
536	1555667289	1863	-1	6	159	4
535	-1	11160	7032	3	147	-1
537	1555564971	1480	3391	3	72	16
539	1554802717	11435	-1	6	26	7
540	1550061494	3332	5059	2	12	8
538	-1	9504	3545	3	147	-1
541	1555126242	4255	533	4	12	8
542	1555667289	554	-1	6	159	7
543	1554351433	422	2181	4	187	7
544	1554364429	2813	-1	6	65	7
545	1548153605	7043	3425	4	187	4
546	1554112823	5444	-1	6	58	16
548	-1	5608	4899	3	196	-1
549	1550652883	4368	1934	4	159	10
550	1555318156	121	2476	3	72	4
547	-1	10439	6273	3	147	-1
552	1538036472	3845	-1	6	37	4
553	1554878732	9925	4313	4	16	10
554	1555032111	10954	2246	3	147	4
551	-1	10451	2714	3	147	-1
557	1552728620	11882	-1	6	34	7
555	-1	10060	5303	3	147	-1
556	1555394100	9327	-1	6	159	7
559	1555312307	10937	5257	4	16	8
560	1555134556	6281	-1	6	151	7
561	1554967314	2315	2181	4	187	4
562	1554773826	10937	5257	4	16	8
563	1555394975	5481	1842	2	187	7
564	1552531494	3771	-1	6	151	7
558	-1	4045	1171	3	147	-1
566	1555667290	5070	6524	4	159	16
567	1553498815	273	6498	2	178	7
565	1555930302	11029	-1	6	159	7
568	1555312307	2170	4856	4	187	7
569	1554657541	3465	6770	3	79	8
570	1554967314	4756	5020	2	178	7
571	1554878155	6451	-1	6	142	7
572	1554952419	7032	4191	2	12	8
573	1555568003	2460	3534	2	157	16
574	1555068791	6416	3052	2	12	8
575	1554951702	3707	7630	4	90	7
576	1554785280	9317	-1	6	196	15
577	1554813706	7701	2030	2	148	7
578	1554878156	8363	-1	6	26	7
579	1554785281	9852	6556	2	10	7
580	1555294755	4806	3607	4	26	7
581	1555171860	5112	-1	6	159	16
583	1555067568	1858	5306	3	196	7
582	1555930303	3370	3187	2	26	15
584	1555732662	11127	992	4	12	7
585	1555294756	11447	1278	4	159	7
586	1554782631	10537	5677	2	12	8
587	1555669964	12063	7287	2	12	7
588	1552534200	3634	-1	6	187	7
590	1554280816	5379	4619	4	16	8
589	1555669964	3465	6770	3	79	16
592	1554280816	5379	4619	4	16	8
591	1556013986	5633	-1	6	151	15
593	1554692534	3044	-1	6	58	4
594	1554876008	695	175	4	187	7
595	1554375132	11349	5599	1	56	4
596	1554691968	11380	1234	4	187	7
597	1553836824	5615	-1	6	151	7
598	1555904115	5620	3850	4	12	8
599	1554969835	711	2538	2	12	8
600	1554259556	7200	2578	4	12	8
601	1555064393	8064	2904	4	187	7
602	1555074717	3244	4714	4	31	8
603	1555493974	9506	6069	2	135	8
604	1554193586	4062	6378	2	12	8
605	1554225631	3729	2521	3	147	4
606	1554881429	2508	6300	2	12	7
607	1553581524	3774	6380	3	159	8
608	1555904742	2259	5702	4	187	7
609	1555553466	7034	5006	3	196	16
610	1555292912	10640	1422	3	5	8
611	1555298133	4244	359	2	12	8
612	1555054517	5374	-1	6	57	8
613	1553069103	11156	1892	2	159	10
614	1552649656	2720	-1	6	151	7
615	1555408083	10866	4714	4	31	8
616	1552613711	3967	-1	7	159	7
617	1554375134	3785	1211	1	56	4
619	1555054518	5286	1945	4	12	8
618	1555830976	895	4147	3	69	7
620	1555402715	497	5558	2	187	16
621	1555035204	4161	1143	4	12	10
622	1555666638	714	4258	4	23	8
625	1555058226	2813	-1	6	65	7
624	1556069482	8648	266	3	147	15
626	1555660966	4949	6021	3	147	3
623	1555664991	10661	1326	4	187	10
628	1556005034	1211	2468	2	159	7
629	1555766191	8215	-1	6	58	7
630	1552539697	3370	3187	2	159	8
627	1555986912	4920	1485	3	79	16
631	1555469211	11757	-1	6	151	7
633	1555408083	4813	1842	2	187	7
632	1555986912	7016	2612	4	187	15
634	1555661577	8224	6062	3	66	7
635	1555214126	4070	1754	1	56	4
636	1555577205	10050	-1	6	58	8
637	1555408084	3072	907	2	28	8
638	1555660966	204	1253	4	164	7
639	1555230058	11846	2162	7	159	4
640	1554808046	8894	-1	6	57	4
641	1555649543	9542	4948	4	164	7
642	1554808046	6095	1834	2	12	8
643	1555666639	831	1988	4	16	7
644	1555230058	11846	2162	7	159	4
645	1554202723	8856	6046	4	185	8
646	1555118194	10046	-1	6	196	7
647	1555646621	3753	6894	3	72	16
648	1554540877	11853	2377	2	187	7
649	1553841043	3235	-1	6	9	15
650	1551962745	12143	-1	6	151	7
652	1551685702	7161	-1	6	26	8
651	1555752348	3378	6351	4	187	8
653	1555566771	3948	6378	2	12	7
654	1555399713	5234	-1	6	26	7
655	1555499202	8341	1934	4	159	7
656	1555118200	1012	4808	2	12	7
657	1555399043	2170	4856	4	187	7
658	1556029033	2315	2181	4	187	7
659	1555051356	7510	3291	2	164	7
661	1554713543	2357	-1	6	34	7
660	1555752350	9968	-1	6	151	7
662	1555582627	2638	1934	4	159	7
664	1551239533	2221	7321	1	151	4
665	1555246285	9776	-1	6	118	18
666	1554697149	5433	5790	3	79	16
663	1555752351	7339	1828	4	12	8
667	1554697149	7016	2612	4	187	7
668	1552877188	8441	-1	6	48	7
669	1554697150	5433	5790	3	79	16
670	1555399714	4861	3607	4	26	7
673	1554822382	6293	3182	4	12	8
674	1555578597	2581	5629	7	69	7
672	1555642924	8890	5341	4	12	7
671	1555950367	11929	-1	6	151	7
676	1555909882	8850	-1	6	146	16
675	1555950368	11929	-1	6	151	7
678	1555246300	9618	-1	6	65	7
677	1555950368	11929	-1	6	151	7
679	1555316299	20	6216	4	41	7
682	1555039385	2853	5257	4	16	8
681	1555764422	11967	2826	4	12	8
680	1555950369	11929	-1	6	151	7
684	1554367072	2823	7403	2	23	8
685	1554360659	1304	6609	4	12	16
683	1555950369	11929	-1	6	151	7
688	1553846117	5105	2906	4	145	8
687	1555771017	4568	4894	3	147	7
689	1555401449	223	1713	4	12	16
686	1555922074	11216	-1	6	26	7
690	1554885271	5159	-1	6	151	15
691	1555981827	4800	-1	7	82	15
692	1554822420	4145	-1	6	58	15
693	1555401449	6138	5041	3	167	3
694	1547538715	9647	-1	6	3	7
695	1553573753	1714	7192	3	81	8
696	1554792798	8890	5341	4	12	8
697	1555325399	205	-1	7	15	15
698	1555052548	1486	5013	3	82	7
699	1553672485	7760	-1	6	48	7
700	1555325399	205	-1	7	15	15
701	1555386010	5711	2429	3	168	15
702	1555401449	6138	5041	3	167	4
703	1554171194	1846	3607	4	26	16
704	1555325399	205	-1	7	15	15
705	1555325399	205	-1	7	15	15
706	1555569613	2079	1234	4	187	16
707	1555496062	11447	-1	6	159	7
708	1555918721	1155	2905	4	23	8
709	1555325400	205	-1	7	15	15
710	1553505024	563	6151	2	12	8
712	1555325400	205	-1	7	15	15
711	1555924564	2261	6524	4	159	7
713	1554194091	5067	3853	4	187	8
714	1554020595	12060	-1	6	151	7
716	1552284492	2216	-1	6	26	16
717	1555041672	2834	-1	6	57	7
718	1554804543	4889	2468	2	159	7
715	1555913743	7640	5532	3	94	4
719	1553680883	2492	-1	6	195	8
720	1554880441	5858	78	2	12	8
721	1554020595	12060	-1	6	151	7
722	1553853954	10552	4757	4	187	7
724	1552631877	11435	-1	6	26	7
723	1555719064	8140	72	4	186	7
725	1554795049	2533	7420	2	26	7
726	1555988123	5481	1842	2	187	15
727	1555927306	831	1988	4	16	7
728	1554987278	12126	4757	4	187	8
729	1555566226	9900	1714	4	28	16
730	1550802933	4048	1554	4	187	8
731	1554971700	9572	-1	6	159	7
732	1554260634	2892	2786	4	23	8
733	1555467777	9950	314	4	159	7
734	1555321002	4250	7665	4	12	7
735	1554971700	4014	4282	3	94	8
736	1555575289	5510	-1	6	146	4
737	1553137846	12060	-1	6	151	7
738	1555566226	3358	-1	6	180	8
739	1555380905	371	7610	3	5	8
740	1553839377	11156	1892	2	159	7
741	1555380906	9166	6500	2	150	7
742	1551170421	10599	3509	2	187	7
744	1555140730	4145	-1	6	58	15
743	1555899116	7986	7508	4	33	4
745	1552287552	2512	4465	2	126	8
